age,weight_kg,height_cm,vaccinated,is_male,health_score,exercise_hours,feeding_frequency,grooming_needs
3,15.63,58,False,True,5.29,3.88,thrice,1
9,28.16,49,False,False,7.93,3.44,thrice,1
8,6.97,21,False,True,1.8,3.99,four times,4
7,21.75,42,True,False,1.46,0.71,thrice,8
1,35.62,38,True,True,0.02,1.64,twice,2
5,14.79,28,False,True,7.94,1.79,twice,6
10,7.29,94,False,False,0.64,1.19,twice,10
2,22.05,68,True,True,3.25,0.65,thrice,9
5,35.72,28,True,False,7.29,1.03,twice,1
8,38.15,34,True,True,7.22,0.63,thrice,3
4,23.8,55,True,True,1.08,1.38,twice,7
5,18.12,98,True,False,8.2,4.94,thrice,2
2,17.27,87,False,False,7.8,0.46,thrice,8
8,16.84,21,False,True,8.76,0.24,four times,9
8,32.09,93,False,True,3.17,3.12,twice,7
1,19.2,23,False,False,3.57,3.71,four times,8
3,29.19,100,False,True,7.99,2.95,thrice,8
6,20.84,79,True,True,4.79,0.65,four times,3
5,15.78,97,False,True,8.83,2.21,four times,9
2,6.4,21,False,True,9.64,1.12,four times,5
2,17.34,89,False,False,3.64,2.65,thrice,9
9,6.27,54,False,True,2.21,4.79,thrice,8
3,25.71,73,False,False,1.62,1.95,twice,4
8,17.8,51,True,False,9.48,2.8,twice,10
8,25.31,36,False,False,9.16,0.05,twice,4
6,32.35,98,False,False,7.17,1.62,thrice,1
4,12.99,85,False,False,7.55,2.97,four times,6
10,14.26,37,True,False,1.98,2.71,twice,6
3,23.86,44,True,False,0.13,4.49,four times,10
4,20.62,55,True,False,7.89,2.55,four times,5
3,21.39,54,True,True,9.41,3.35,thrice,3
5,35.01,88,True,False,0.5,0.59,twice,10
7,33.1,47,False,False,8.04,0.95,twice,4
10,24.45,36,True,False,7.72,4.59,thrice,8
2,31.48,33,False,False,9.94,0.47,twice,7
10,38.53,86,True,False,2.22,0.66,four times,2
1,37.82,31,False,True,0.01,2.14,twice,8
9,25.44,42,False,True,8.63,0.46,four times,10
10,18.03,24,True,True,7.7,2.16,twice,9
10,30.48,27,True,True,6.67,0.82,thrice,1
5,25.34,29,True,False,5.83,2.46,four times,3
8,25.76,92,False,False,3.53,0.09,twice,9
8,9.93,30,False,True,4.5,1.82,twice,2
6,26.43,84,False,False,4.43,3.28,four times,9
8,12.29,63,False,False,4.4,3.54,thrice,4
5,19.68,32,False,False,3.69,1.43,twice,1
8,37.33,83,True,True,2.83,0.72,thrice,3
6,27.36,69,False,False,2.16,0.97,four times,8
3,9.11,39,True,True,6.17,1.94,thrice,6
9,39.49,83,True,False,1.65,1.64,thrice,10
6,20.11,89,False,True,9.57,2.45,thrice,4
4,37.07,28,False,True,5.88,4.69,four times,1
7,23.15,55,False,True,1.23,3.07,thrice,7
9,36.55,30,True,True,0.63,3.23,four times,3
4,33.21,39,True,True,5.81,0.14,thrice,6
2,16.56,68,False,True,6.39,4.03,thrice,2
3,30.22,27,True,False,1.51,0.42,four times,3
7,6.12,83,True,True,1.78,4.45,four times,5
2,31.74,74,True,False,8.07,2.78,thrice,10
2,39.57,96,False,False,0.79,4.9,twice,6
3,20.88,27,True,False,7.44,3.23,four times,7
5,25.34,74,False,True,8.97,1.1,thrice,6
3,18.32,79,True,False,0.22,4.24,thrice,10
6,32.23,86,True,False,1.61,3.62,thrice,3
8,32.71,77,False,True,7.62,4.94,thrice,7
6,9.68,43,False,True,0.92,3.45,thrice,2
2,21.24,60,False,True,8.48,1.38,four times,5
8,33.03,85,True,False,5.0,2.9,thrice,7
3,19.17,27,True,True,5.86,4.77,four times,10
1,20.32,43,True,True,2.68,4.43,thrice,5
8,32.0,61,False,False,6.37,1.69,twice,5
8,15.1,71,True,False,8.6,3.97,four times,1
7,25.51,81,False,True,9.1,0.05,twice,3
1,9.93,58,True,False,6.97,1.98,four times,2
9,7.48,43,True,True,3.12,4.63,thrice,3
8,7.24,70,True,False,8.81,1.49,four times,8
3,12.9,71,True,False,1.78,3.4,four times,10
8,8.55,84,True,False,6.5,0.95,four times,1
5,5.7,26,False,True,2.26,3.12,four times,10
6,8.74,79,True,True,3.84,4.26,thrice,2
1,20.77,22,True,True,1.52,2.37,thrice,5
1,28.9,98,False,True,5.7,2.02,twice,1
8,30.59,30,True,False,0.77,3.91,four times,9
1,5.03,62,True,True,4.81,3.65,twice,2
6,11.74,41,True,True,9.71,3.51,four times,7
3,32.58,92,False,False,5.99,4.07,twice,3
5,34.27,31,False,True,9.25,2.45,twice,2
10,28.94,24,False,True,7.73,3.17,thrice,7
9,34.43,72,True,True,5.25,2.42,thrice,10
3,14.24,70,False,False,7.25,2.92,four times,6
2,38.26,93,False,False,8.61,1.35,four times,5
4,13.01,38,False,False,8.05,3.02,thrice,8
1,19.83,32,False,True,0.54,3.13,four times,8
1,26.0,98,False,False,1.4,2.66,thrice,3
6,32.75,47,False,True,0.7,0.06,four times,9
8,29.74,25,True,True,6.14,3.41,twice,3
3,38.24,32,True,False,1.53,2.97,four times,10
9,14.73,35,False,True,0.64,1.98,four times,2
4,11.17,21,False,True,2.96,0.44,twice,8
8,28.14,90,False,True,2.35,1.46,twice,8
7,18.24,98,False,True,6.47,3.6,twice,1
8,6.59,84,True,True,7.98,2.24,twice,10
6,19.1,51,True,True,0.88,3.47,twice,8
10,18.72,28,False,False,6.48,4.29,thrice,5
7,17.07,90,False,False,1.34,1.21,four times,8
10,5.68,58,False,True,2.03,1.24,thrice,4
5,8.45,49,True,True,6.36,1.22,four times,10
8,39.61,39,False,True,2.03,3.36,thrice,5
5,12.24,28,True,True,4.52,1.52,twice,4
9,35.76,34,False,True,7.74,1.44,thrice,1
3,13.72,57,False,False,1.86,4.28,four times,3
5,30.28,100,True,False,1.56,4.88,four times,5
1,11.09,87,True,True,8.61,3.95,four times,2
9,11.4,65,True,True,8.16,1.66,thrice,8
7,39.16,57,True,True,0.22,0.56,thrice,6
5,24.7,86,False,False,6.61,0.01,thrice,10
10,9.96,100,False,False,1.76,2.38,twice,9
1,13.97,37,False,True,5.28,1.17,four times,6
7,24.72,27,True,True,4.2,3.14,twice,1
10,27.72,87,False,False,1.12,1.27,thrice,9
10,12.54,99,True,True,5.62,3.72,thrice,5
9,33.44,23,False,True,5.76,0.43,thrice,7
6,37.97,54,True,False,4.48,2.68,thrice,3
5,17.13,79,False,True,1.7,4.45,twice,7
10,29.69,99,True,False,2.54,1.0,thrice,2
8,21.88,69,True,False,5.85,3.26,twice,2
9,34.45,41,True,False,8.08,0.7,twice,5
9,35.95,70,True,False,9.18,4.55,four times,2
10,17.66,99,False,True,9.72,0.94,four times,2
6,18.69,82,False,True,7.43,3.0,thrice,8
10,23.14,89,False,True,5.07,2.46,four times,3
5,17.1,78,True,True,6.61,4.01,twice,4
1,34.09,40,True,True,5.51,1.31,four times,2
9,16.93,58,True,False,7.41,4.96,thrice,1
1,22.22,48,True,True,4.96,1.57,twice,4
6,11.7,83,False,True,5.52,3.84,thrice,7
8,21.04,44,True,False,3.57,4.54,four times,5
6,20.55,34,False,True,1.82,2.5,thrice,3
10,28.26,40,False,False,3.06,0.34,twice,2
2,13.88,38,True,False,3.03,1.46,twice,4
8,38.45,45,False,False,2.56,2.31,thrice,1
6,29.51,50,True,True,2.32,2.04,twice,8
8,36.86,59,True,True,4.38,4.77,thrice,5
7,34.0,50,True,False,9.3,0.25,four times,8
8,16.98,71,True,True,6.94,3.14,thrice,3
2,27.91,53,True,False,3.94,4.54,four times,1
10,9.28,52,False,False,3.41,2.39,twice,4
2,28.41,77,True,False,3.17,4.22,thrice,10
8,5.81,52,False,False,7.89,4.88,thrice,5
8,8.13,77,False,False,3.31,1.55,twice,3
5,38.62,42,True,True,5.35,1.99,four times,1
2,37.45,25,False,True,6.65,2.43,thrice,10
10,23.07,39,False,False,8.94,0.41,four times,6
7,9.72,38,False,True,7.24,1.38,thrice,1
3,6.93,85,True,True,5.0,4.88,twice,8
1,35.2,90,False,True,5.42,0.96,four times,9
4,10.43,85,True,False,1.67,4.09,thrice,9
9,27.34,72,False,True,1.95,0.32,four times,4
10,5.52,61,True,True,3.54,1.85,four times,2
7,27.32,67,True,True,1.11,1.12,four times,1
6,12.01,100,False,True,7.31,0.04,thrice,3
8,7.8,74,True,True,3.11,4.84,thrice,6
10,31.16,60,False,True,4.16,2.19,twice,1
5,20.32,26,False,False,5.42,0.07,thrice,1
10,31.45,80,True,True,8.28,2.79,thrice,9
10,17.65,23,True,True,4.28,2.79,twice,10
9,6.25,91,False,True,8.01,4.72,thrice,3
1,12.6,82,False,False,6.25,4.32,twice,1
3,39.65,41,True,False,9.63,2.72,thrice,9
5,33.45,57,True,False,6.15,3.63,thrice,5
8,24.26,24,False,True,8.05,4.98,twice,3
9,26.52,87,False,False,4.35,4.82,four times,6
8,7.77,65,True,True,3.24,4.03,four times,5
10,16.17,31,True,False,4.56,0.67,four times,10
10,26.58,22,False,True,4.05,2.42,twice,7
7,18.48,37,True,False,6.84,0.28,thrice,1
2,21.32,35,False,True,3.12,4.18,twice,8
1,7.1,60,True,False,9.46,0.25,twice,2
5,7.15,89,True,True,9.18,2.37,twice,10
10,20.83,92,False,False,4.19,0.47,twice,7
8,25.63,59,True,True,4.2,2.68,four times,9
8,17.5,61,False,False,4.33,2.46,twice,1
8,19.88,59,True,True,2.36,1.32,thrice,4
4,32.15,35,False,True,4.42,2.06,four times,4
2,31.77,48,False,False,0.08,0.41,twice,2
7,10.12,31,False,False,0.89,0.3,twice,6
3,24.24,100,False,True,6.95,4.52,twice,10
2,33.64,29,True,True,7.58,3.97,thrice,4
8,33.05,80,True,True,1.81,1.31,four times,7
3,35.41,43,False,False,9.79,3.61,thrice,5
3,5.17,85,True,False,0.47,4.19,four times,7
5,11.34,22,False,True,9.63,4.27,four times,6
8,32.37,84,True,True,9.25,2.97,four times,5
5,21.05,55,False,False,7.02,2.19,four times,10
6,30.51,97,False,False,3.94,1.91,thrice,10
9,22.61,28,True,True,7.26,4.02,thrice,6
10,16.47,33,True,True,7.71,4.17,twice,2
1,26.44,75,True,False,9.83,3.7,thrice,2
3,13.41,28,False,True,3.02,1.23,four times,6
7,30.5,79,True,True,5.94,4.24,thrice,1
5,21.04,58,True,True,5.2,3.21,thrice,7
5,21.65,47,False,True,5.4,0.77,four times,6
7,37.18,60,False,False,3.66,1.37,thrice,8
5,33.34,62,True,True,8.6,3.76,thrice,5
5,36.58,82,False,True,5.8,3.12,twice,4
3,26.33,47,False,True,2.06,0.14,twice,8
5,22.49,51,False,True,3.01,0.84,thrice,10
4,6.53,93,False,False,8.1,0.01,twice,4
8,11.6,53,False,True,9.62,4.19,twice,8
2,30.96,56,False,True,7.22,2.8,thrice,8
7,16.82,31,True,False,7.27,1.6,twice,1
9,26.93,47,False,False,6.21,2.21,four times,9
1,32.65,97,False,False,9.54,1.67,thrice,5
9,33.81,74,True,False,3.84,1.35,twice,5
1,6.46,78,False,True,2.02,0.06,four times,3
10,35.09,65,True,True,4.48,0.59,thrice,2
1,34.0,34,False,True,0.3,1.44,thrice,1
3,34.66,25,True,False,0.93,1.07,twice,1
3,28.61,36,True,True,1.63,2.35,four times,2
3,6.5,25,True,True,5.57,0.18,four times,5
5,26.87,78,False,False,3.91,1.84,thrice,4
8,6.55,59,False,True,6.12,2.65,thrice,9
1,36.82,27,False,True,0.43,4.4,thrice,3
9,17.85,82,True,True,3.0,1.27,thrice,9
10,39.04,54,True,True,4.97,2.32,four times,6
7,29.64,61,False,True,1.76,2.77,thrice,9
1,19.06,50,False,True,2.33,2.05,thrice,4
5,11.43,91,True,True,4.15,3.66,twice,4
8,25.75,52,False,True,3.93,3.27,four times,9
3,11.62,70,False,True,5.01,3.47,thrice,8
7,6.95,35,True,True,0.68,2.34,twice,2
8,16.3,99,False,True,3.59,3.34,twice,5
2,15.25,40,False,False,5.37,2.65,four times,10
8,9.36,64,True,False,0.83,0.51,four times,2
4,17.65,21,True,True,1.59,3.21,four times,2
4,19.97,94,False,True,9.29,3.82,twice,7
5,14.37,61,True,False,0.38,2.59,twice,10
7,32.53,90,True,False,1.59,3.24,four times,8
2,10.01,97,True,False,2.49,4.91,four times,3
9,11.7,29,False,True,5.28,1.78,thrice,4
9,6.75,55,True,False,6.96,2.48,four times,3
2,13.04,56,False,True,8.24,0.12,thrice,9
8,22.61,87,False,False,9.88,0.93,four times,6
1,28.55,45,False,True,9.38,3.2,thrice,7
6,14.14,85,True,True,3.87,3.72,twice,5
1,36.17,86,False,False,2.48,4.0,four times,8
9,9.95,35,False,True,3.63,0.34,four times,2
6,12.63,38,True,False,5.23,2.81,twice,5
3,18.58,84,True,False,0.58,3.75,four times,5
9,31.31,70,True,False,0.64,0.44,four times,5
7,16.85,91,True,False,6.01,2.0,twice,6
8,39.33,41,False,False,1.57,0.28,thrice,1
7,33.0,100,True,True,7.62,2.54,twice,1
3,13.14,30,True,True,0.64,2.36,twice,2
9,27.45,91,True,False,8.27,4.45,thrice,6
2,38.09,53,True,True,4.47,1.67,four times,7
7,12.54,39,True,True,0.47,4.14,four times,2
5,29.31,100,False,True,3.08,1.64,thrice,5
1,29.38,63,True,True,6.95,3.16,twice,7
7,23.72,33,True,False,1.46,2.19,four times,3
5,6.15,35,True,False,7.25,3.08,four times,3
10,5.27,94,False,False,3.6,4.43,thrice,10
9,34.24,33,True,True,6.38,4.32,four times,10
8,12.32,81,True,True,8.18,4.75,four times,1
6,14.57,99,False,True,5.29,3.05,four times,10
9,16.44,89,True,False,4.49,0.71,four times,6
4,9.51,43,False,False,0.83,3.28,thrice,1
9,15.25,62,False,False,9.39,0.86,twice,10
1,34.2,72,False,True,5.88,4.99,twice,6
6,30.66,52,True,False,2.92,4.94,four times,2
4,31.34,97,False,True,4.12,3.96,twice,8
1,32.28,99,False,False,0.41,0.2,four times,6
10,25.56,67,False,False,5.0,4.01,thrice,6
10,39.32,44,True,True,3.17,2.15,four times,1
10,10.41,27,True,True,8.77,3.42,thrice,1
8,9.07,72,False,False,4.38,1.83,four times,10
8,22.37,41,True,False,4.34,0.54,twice,7
1,25.26,64,True,False,0.62,4.21,four times,3
3,36.63,69,False,True,4.51,4.1,thrice,5
10,23.61,55,True,False,4.3,0.25,thrice,10
7,20.99,29,False,True,9.85,0.3,four times,5
2,9.28,87,True,False,8.4,3.66,four times,4
2,16.98,34,False,False,7.71,2.22,twice,8
6,39.15,44,False,False,5.01,3.52,twice,10
9,37.65,36,True,True,3.17,2.57,four times,8
6,18.52,46,False,True,2.36,0.27,twice,6
6,20.65,95,True,False,3.68,2.61,thrice,7
10,17.38,44,True,False,0.53,3.81,four times,6
3,29.77,62,False,False,9.22,3.6,twice,1
10,35.2,25,True,True,5.55,3.7,four times,4
1,29.93,38,False,True,8.71,1.54,four times,3
9,20.04,58,False,False,3.58,3.72,thrice,5
4,18.23,33,True,False,4.37,3.34,thrice,10
8,24.71,100,True,True,7.32,4.48,thrice,9
9,12.99,25,True,False,6.82,0.22,twice,6
9,20.38,80,True,False,9.12,1.84,thrice,6
1,7.88,32,False,True,2.95,2.59,four times,4
9,25.47,77,True,True,0.57,1.96,twice,7
6,28.14,57,True,True,0.83,3.3,four times,9
1,28.84,95,True,False,6.19,0.06,twice,9
1,29.96,41,True,False,9.14,2.94,four times,9
6,37.77,90,False,False,9.05,4.72,twice,8
3,34.85,85,True,True,3.73,0.82,twice,10
10,19.99,29,True,False,8.24,0.23,twice,5
3,22.14,21,False,False,7.65,2.47,thrice,4
6,20.16,22,True,False,3.64,2.29,thrice,1
5,26.67,32,False,False,8.04,2.34,thrice,5
1,32.03,27,False,True,2.96,2.24,four times,8
6,14.97,93,False,True,8.37,1.38,thrice,6
7,22.09,64,False,False,2.27,0.98,thrice,1
9,32.62,87,False,True,6.53,1.33,thrice,1
8,30.59,24,True,True,8.18,0.74,twice,7
5,14.53,41,False,True,4.65,3.57,twice,4
8,15.01,65,True,False,2.52,1.93,twice,7
3,12.22,48,True,True,8.64,4.48,thrice,2
5,20.08,69,True,True,0.77,0.06,twice,4
2,10.09,60,False,True,5.41,3.28,twice,7
8,25.49,85,False,True,8.91,3.19,twice,7
10,28.11,92,False,False,3.7,1.86,thrice,3
5,9.86,82,False,True,9.0,1.74,twice,8
6,19.84,32,False,True,4.89,4.18,four times,7
8,28.33,49,False,False,6.22,3.11,thrice,2
8,25.2,57,True,True,8.18,2.9,thrice,3
6,21.06,77,False,False,6.46,2.13,thrice,9
3,26.45,80,True,True,3.53,1.25,four times,7
7,18.18,69,True,False,1.26,1.1,twice,9
3,7.53,23,True,False,0.99,3.27,four times,9
9,33.75,63,False,True,3.36,3.71,four times,2
4,8.51,39,True,False,2.29,4.88,thrice,6
9,6.36,55,True,False,1.63,4.54,thrice,10
4,33.38,28,True,False,1.36,1.09,twice,4
10,25.8,91,True,False,0.45,2.0,thrice,3
2,27.61,28,True,True,1.32,3.25,twice,2
7,16.84,69,False,True,0.92,2.19,four times,7
4,25.19,56,False,False,0.69,1.18,four times,1
9,32.78,55,True,False,8.15,1.36,thrice,10
7,13.11,41,True,False,8.14,0.37,twice,7
5,12.27,41,False,False,9.84,1.65,twice,2
2,29.14,44,True,True,0.78,0.25,twice,2
4,5.32,62,True,False,5.52,3.33,twice,6
4,13.41,25,True,False,2.07,2.73,four times,3
2,8.69,78,False,True,2.57,4.93,thrice,10
8,15.0,33,False,False,9.11,3.24,thrice,1
1,38.71,41,True,False,1.26,3.66,four times,3
3,10.97,28,False,True,8.27,1.93,twice,5
6,14.79,74,False,True,6.29,2.71,thrice,4
1,21.3,63,True,True,9.32,0.41,four times,9
1,37.87,97,True,False,4.82,2.44,four times,2
2,13.73,38,False,True,9.68,2.09,four times,4
1,34.18,68,True,True,3.75,2.65,thrice,10
5,28.94,83,True,False,1.7,1.58,thrice,4
8,7.61,54,False,False,9.71,1.0,four times,2
1,26.92,37,False,False,1.81,0.93,twice,4
8,38.54,30,True,False,3.69,1.38,thrice,9
2,39.92,73,True,False,7.72,1.26,four times,3
1,18.58,70,True,False,1.12,2.83,four times,7
3,7.87,52,False,True,6.33,0.15,four times,6
5,14.02,35,True,True,7.9,0.44,four times,7
1,36.22,59,False,True,0.97,5.0,thrice,10
5,32.56,49,False,True,9.42,0.88,four times,10
2,6.29,95,True,True,4.04,0.92,four times,7
5,5.56,90,True,False,3.0,4.37,four times,1
2,34.63,79,True,False,6.15,1.46,four times,6
7,30.88,100,False,True,7.73,1.84,four times,9
3,30.5,39,True,True,0.2,2.2,thrice,8
9,15.22,61,True,True,5.12,2.37,four times,8
9,39.97,32,True,False,5.58,3.18,thrice,3
1,27.67,96,True,False,8.13,4.91,twice,9
5,9.94,87,False,False,9.49,1.36,thrice,8
10,11.07,94,False,True,1.87,4.23,thrice,3
2,9.42,95,False,True,1.0,0.74,thrice,6
10,20.31,37,True,True,6.15,1.23,four times,4
5,22.25,88,True,True,9.78,3.08,four times,9
2,22.99,88,False,False,5.83,3.2,thrice,10
4,11.49,26,False,False,3.71,1.79,four times,7
10,7.36,81,True,True,4.6,3.25,thrice,6
4,8.97,83,False,False,9.17,4.16,thrice,9
5,18.42,22,True,True,6.45,2.82,four times,8
9,28.31,58,True,True,3.38,4.61,twice,1
7,6.87,23,True,True,1.41,4.02,twice,7
9,22.52,71,False,True,6.95,4.09,four times,8
6,15.12,87,False,False,2.56,3.34,four times,7
10,6.44,52,True,False,7.47,4.54,thrice,4
1,36.44,39,False,True,4.63,4.34,four times,4
4,26.93,44,True,False,2.99,4.8,thrice,3
7,31.17,83,False,True,2.58,3.33,twice,1
10,39.09,74,False,True,9.99,3.69,twice,1
2,20.91,59,True,True,9.97,2.54,four times,2
9,19.86,54,False,False,0.64,1.48,thrice,6
3,20.77,25,False,True,1.77,2.13,four times,8
3,19.28,27,False,True,6.62,1.3,twice,3
4,16.07,97,True,False,8.26,0.95,four times,9
2,36.97,23,True,True,0.53,1.44,twice,9
5,13.67,66,False,True,4.3,4.33,thrice,2
9,34.22,86,False,True,2.37,3.74,twice,8
1,24.54,88,False,True,9.41,4.71,thrice,9
6,7.38,51,False,True,3.83,2.29,thrice,7
1,12.13,23,True,True,3.33,2.84,twice,4
7,7.05,21,False,False,0.59,1.63,thrice,2
7,12.73,77,True,False,5.1,4.31,four times,4
2,22.77,85,True,False,3.5,3.5,four times,1
8,26.87,71,False,True,0.62,3.01,four times,3
2,28.24,41,True,True,7.72,1.7,twice,4
1,10.83,61,False,False,6.0,4.82,twice,6
6,38.1,23,False,True,3.04,3.83,four times,4
2,17.71,100,True,False,3.59,4.0,thrice,8
6,14.57,100,True,False,0.88,1.14,thrice,5
5,17.0,67,False,False,0.87,3.5,thrice,3
5,9.19,89,False,False,9.08,2.11,four times,5
6,28.66,59,True,False,2.03,0.57,four times,10
1,13.8,20,False,False,1.25,4.87,thrice,7
1,22.94,33,True,False,5.23,1.66,four times,1
6,18.77,62,False,False,5.87,2.44,thrice,2
5,37.75,65,False,False,4.87,3.88,thrice,2
4,5.93,73,False,False,5.06,2.99,four times,9
9,29.82,85,True,False,2.29,2.47,thrice,1
6,23.85,74,False,False,7.1,0.95,twice,6
2,5.15,81,False,False,3.48,3.57,twice,7
10,32.03,74,False,True,1.78,4.01,thrice,9
2,9.25,85,False,False,2.07,3.83,four times,9
9,26.09,34,False,False,3.17,4.68,thrice,9
10,20.67,78,False,True,0.08,0.77,twice,6
10,20.28,58,False,True,7.11,0.95,thrice,7
9,36.46,51,False,True,4.5,0.76,thrice,6
5,8.65,36,True,False,6.3,1.94,twice,4
6,9.8,58,False,False,2.44,3.39,four times,2
3,19.37,56,True,True,1.25,3.89,thrice,10
7,34.11,35,False,True,1.24,1.32,four times,5
2,22.14,75,True,True,9.53,1.98,four times,10
5,27.9,59,True,True,6.64,4.88,thrice,2
2,32.52,44,False,True,6.15,0.61,thrice,3
8,38.47,36,True,False,0.79,3.05,thrice,8
10,37.99,84,False,False,6.56,4.33,thrice,10
3,30.95,41,False,True,7.24,3.07,twice,5
4,27.53,41,False,False,4.7,4.18,four times,7
2,36.56,89,False,True,4.51,2.69,four times,3
6,34.53,81,True,False,5.22,2.73,thrice,4
8,23.77,87,False,True,5.74,0.39,four times,6
9,39.97,94,False,False,1.07,2.73,four times,3
2,28.88,64,False,False,7.45,4.95,four times,8
7,18.2,70,False,False,8.02,1.18,twice,9
10,21.78,34,False,False,5.13,3.78,thrice,4
1,39.08,63,False,False,9.49,2.43,thrice,4
9,8.24,47,True,True,8.79,3.19,four times,7
3,24.57,77,False,True,5.57,3.74,four times,9
7,11.25,79,False,False,2.25,1.63,twice,8
9,27.73,96,True,True,6.33,0.15,thrice,8
7,17.68,31,True,True,0.29,3.07,thrice,4
7,30.45,44,True,False,5.13,1.97,four times,4
2,10.59,100,False,True,1.28,4.19,thrice,9
9,11.77,75,True,False,5.68,0.14,thrice,10
4,32.96,50,True,True,2.56,1.89,twice,3
7,38.38,63,False,True,5.09,1.81,twice,4
9,9.28,72,True,True,2.32,2.15,twice,5
2,27.48,56,False,True,4.24,0.25,thrice,8
8,34.06,52,False,False,5.5,0.85,four times,10
5,22.21,87,False,False,5.23,2.82,twice,10
7,16.96,55,True,False,4.46,3.45,twice,3
10,16.66,99,True,True,5.87,4.92,twice,9
9,28.43,73,False,False,5.08,1.77,twice,1
2,23.74,89,False,False,0.83,3.21,twice,5
9,9.84,46,True,True,5.36,1.25,twice,1
9,15.06,78,True,False,6.07,2.15,thrice,1
4,10.67,50,True,False,3.93,4.28,twice,8
8,30.4,91,True,False,5.19,4.43,four times,3
8,16.74,53,False,False,3.85,0.55,twice,4
6,14.62,80,True,True,2.09,2.11,four times,7
9,7.11,64,False,False,0.09,0.55,thrice,4
5,28.05,27,False,True,9.15,3.13,twice,2
7,7.43,58,True,False,2.84,1.6,twice,3
2,29.15,73,False,False,9.69,3.95,twice,3
7,29.05,65,False,False,0.73,0.11,four times,3
8,14.59,21,False,True,0.57,3.54,twice,7
3,14.21,90,True,True,5.96,3.2,four times,2
7,16.1,39,True,True,1.86,4.1,four times,8
2,11.2,58,False,False,1.91,2.01,four times,3
2,19.76,62,True,False,9.19,3.33,four times,2
6,14.3,99,True,False,6.83,3.2,four times,7
9,28.22,92,False,True,7.94,0.36,thrice,5
3,5.96,81,True,False,8.8,3.94,thrice,2
4,14.52,91,False,True,8.56,2.72,thrice,10
5,10.97,91,False,False,2.35,3.82,four times,1
1,7.71,70,True,True,9.65,2.96,four times,7
8,39.59,81,True,False,9.64,3.64,thrice,1
7,20.13,80,True,False,4.96,2.47,four times,6
5,32.64,43,False,False,0.11,2.57,four times,1
7,35.47,100,True,True,3.05,2.32,thrice,9
1,33.59,92,True,True,9.97,1.11,thrice,1
6,22.54,51,True,False,5.79,3.57,twice,1
1,31.5,74,False,False,1.81,4.08,twice,6
1,23.99,50,True,True,3.61,0.5,thrice,4
9,18.18,41,True,False,6.19,3.88,twice,7
7,11.2,88,False,False,0.13,0.42,twice,1
3,5.47,73,False,True,3.5,4.81,twice,7
3,27.48,55,False,False,5.23,1.0,four times,9
9,18.41,52,False,False,2.6,1.56,twice,4
6,18.42,67,True,True,2.44,3.2,twice,6
1,27.57,97,True,False,1.88,1.09,thrice,7
6,36.04,83,False,False,9.18,1.82,twice,3
10,27.14,40,False,True,6.76,0.01,four times,10
9,24.45,98,False,True,8.74,1.47,twice,7
8,7.9,52,True,False,0.84,2.8,thrice,10
3,31.63,63,False,False,9.88,1.22,four times,6
6,5.42,56,False,True,2.64,0.48,four times,6
5,10.64,44,True,False,7.35,2.86,thrice,10
7,31.1,99,True,False,1.78,4.46,thrice,7
7,29.18,22,True,False,8.1,0.06,twice,8
6,20.7,59,False,True,3.99,4.35,twice,1
5,17.3,31,True,False,7.54,2.3,twice,5
10,26.08,35,False,True,3.44,4.33,four times,9
1,35.72,81,False,False,2.97,1.08,four times,9
8,15.28,62,True,False,9.84,4.68,four times,5
2,14.97,60,True,False,2.39,0.01,four times,6
9,23.74,20,False,False,1.66,1.27,thrice,7
3,22.72,62,True,True,0.07,4.22,twice,2
4,28.14,39,False,True,5.49,3.99,twice,1
3,39.15,99,True,False,2.12,0.22,twice,3
1,31.95,78,False,False,2.3,1.97,thrice,6
2,13.97,95,False,True,3.3,0.49,four times,5
9,26.23,27,False,False,5.69,3.73,thrice,9
10,24.15,74,False,False,5.89,0.87,four times,3
8,30.91,98,True,True,6.51,2.34,twice,4
1,13.64,30,False,False,1.04,3.39,four times,5
4,27.44,40,False,True,8.54,0.7,four times,6
3,18.52,59,True,True,8.56,4.13,four times,10
6,33.42,62,True,True,2.23,4.97,thrice,9
1,33.64,81,False,True,7.56,4.99,thrice,10
6,25.28,63,False,True,5.64,3.7,four times,10
1,16.96,40,True,False,6.84,0.85,four times,9
9,6.77,54,False,False,4.36,3.37,four times,3
1,6.4,71,True,True,4.99,4.95,four times,6
3,19.83,60,False,False,6.69,4.29,four times,6
7,35.46,100,True,True,9.03,4.81,twice,6
7,9.02,49,False,False,5.23,2.19,twice,9
8,30.04,39,False,False,1.9,4.9,four times,5
7,13.32,74,True,False,7.68,3.9,twice,9
1,27.36,61,True,False,7.34,1.43,twice,3
1,32.22,88,False,True,8.82,1.43,four times,4
1,12.97,82,False,True,9.04,4.65,twice,10
6,28.23,39,True,False,9.89,3.29,twice,7
9,8.4,39,True,True,3.25,1.54,twice,5
7,8.66,60,False,False,9.56,0.69,thrice,3
7,11.67,51,True,False,4.16,4.8,four times,9
7,24.94,58,True,True,0.73,3.88,twice,2
8,9.35,79,False,True,7.53,0.15,thrice,1
8,17.17,84,False,True,3.06,2.27,twice,2
6,12.75,71,True,True,2.66,2.06,twice,2
8,35.17,72,False,False,2.2,4.57,four times,1
6,39.24,78,False,True,2.59,4.69,four times,2
9,5.32,61,True,True,5.27,3.86,thrice,8
